division,title_fight,method,finish_round,match_time_sec,total_rounds,r_name,r_wins,r_losses,r_draws,r_height,r_weight,r_reach,r_stance,r_dob,r_splm,r_str_acc,r_sapm,r_str_def,r_td_avg,r_td_avg_acc,r_td_def,r_sub_avg,b_name,b_wins,b_losses,b_draws,b_height,b_weight,b_reach,b_stance,b_dob,b_splm,b_str_acc,b_sapm,b_str_def,b_td_avg,b_td_avg_acc,b_td_def,b_sub_avg,winner
middleweight,0,KO/TKO,1,157,3,Nate Quarry,12,4,0,182.88,83.91,182.88,Open Stance,1972-03-18,4.96,44,2.8,66,0.25,33,60,0,Shonie Carter,51,31,7,177.8,77.11,,Southpaw,1972-05-03,1.62,36,2.32,47,0.75,66,75,0,Nate Quarry
welterweight,0,Decision - Unanimous,3,300,3,Karo Parisyan,24,11,0,177.8,77.11,182.88,Orthodox,1982-08-28,2.49,41,2.19,58,5.27,59,59,1,Matt Serra,11,7,0,167.64,77.11,172.72,Orthodox,1974-06-02,1.98,39,2.64,46,2.05,20,38,0.9,Karo Parisyan
middleweight,0,KO/TKO,2,130,3,David Loiseau,23,11,0,182.88,83.91,193.04,Orthodox,1979-12-17,1.59,44,3.64,43,0.43,42,36,0.1,Charles McCarthy,10,5,0,177.8,83.91,180.34,Orthodox,1980-08-06,0.18,12,4.03,56,2.67,60,0,2.7,David Loiseau
middleweight,1,TKO - Doctor's Stoppage,4,205,5,Rich Franklin,29,7,0,185.42,83.91,193.04,Southpaw,1974-10-05,4.1,44,2.07,62,1.31,66,63,0.7,Evan Tanner,32,8,0,182.88,83.91,187.96,Orthodox,1971-02-11,3.05,59,2.64,56,2.55,43,25,1.3,Rich Franklin
light heavyweight,0,Submission,1,138,3,Forrest Griffin,19,7,0,190.5,92.99,195.58,Orthodox,1979-03-16,4.38,36,2.81,61,1.05,48,57,0.7,Bill Mahood,20,7,1,190.5,90.72,,Orthodox,1967-02-01,1.54,85,3.59,17,0,0,0,3.9,Forrest Griffin
heavyweight,0,Submission,1,240,3,Paul Buentello,35,17,0,187.96,111.13,195.58,Orthodox,1974-01-16,3.29,45,3.83,52,0.19,33,39,0.4,Kevin Jordan,11,9,0,190.5,111.13,,Orthodox,1970-12-31,2,40,1.91,55,0,0,77,0.6,Paul Buentello
light heavyweight,1,KO/TKO,1,126,5,Chuck Liddell,21,8,0,187.96,92.99,193.04,Orthodox,1969-12-17,2.97,35,2.71,56,0.44,75,81,0,Randy Couture,19,11,0,185.42,92.99,190.5,Orthodox,1963-06-22,2.85,57,1.53,59,2.78,46,58,0.5,Chuck Liddell
welterweight,0,KO/TKO,1,84,3,Nick Diaz,26,10,0,185.42,77.11,193.04,Southpaw,1983-08-02,5.71,42,3.84,59,1.28,32,60,1,Koji Oishi,25,10,10,172.72,77.11,,Orthodox,1977-05-31,1.43,9,17.86,43,0,0,0,0,Nick Diaz
light heavyweight,0,Submission,2,24,3,Renato Sobral,37,11,0,185.42,92.99,190.5,Orthodox,1975-09-07,2.23,45,1.53,57,2.48,42,65,2.6,Travis Wiuff,75,21,0,190.5,92.99,,Orthodox,1978-03-15,0.48,30,4.03,41,4.84,57,44,1.2,Renato Sobral
welterweight,1,Submission,1,245,5,Matt Hughes,45,9,0,175.26,77.11,185.42,Switch,1973-10-13,2.14,53,1.36,53,2.95,50,35,1.2,Frank Trigg,21,9,0,175.26,77.11,180.34,Southpaw,1972-05-07,2.79,46,1.9,56,2.35,47,75,0.8,Matt Hughes
middleweight,0,Submission,2,193,3,Matt Lindland,22,9,0,182.88,83.91,187.96,Southpaw,1970-05-17,2.62,50,1.56,52,3.01,48,60,1.3,Travis Lutter,10,6,0,180.34,83.91,190.5,Orthodox,1973-05-12,0.41,32,2.42,42,1.95,24,30,0.7,Matt Lindland
middleweight,0,Submission,3,155,3,Joe Doerksen,51,16,0,182.88,83.91,190.5,Orthodox,1977-10-09,1.43,42,2.79,50,2.02,33,33,2.3,Patrick Cote,23,11,0,180.34,77.11,190.5,Orthodox,1980-02-29,2.81,48,3.21,48,0.68,20,43,0.2,Joe Doerksen
middleweight,0,Submission,1,162,3,Ivan Salaverry,14,9,0,182.88,83.91,,Orthodox,1971-01-11,3.01,47,1.19,76,0.49,18,36,2.5,Joe Riggs,44,17,0,182.88,83.91,177.8,Southpaw,1982-09-23,2.41,51,1.69,57,2.45,55,62,0.6,Ivan Salaverry
welterweight,0,Decision - Unanimous,3,300,3,Georges St-Pierre,26,2,0,180.34,83.91,193.04,Orthodox,1981-05-19,3.78,53,1.4,72,4.16,74,83,1.1,Jason Miller,23,10,0,185.42,83.91,,Orthodox,1980-12-24,1.83,43,2.3,49,1.31,28,43,1.3,Georges St-Pierre
heavyweight,0,Decision - Unanimous,3,300,3,Mike van Arsdale,8,5,0,187.96,92.99,,Switch,1965-06-20,1.52,41,1.91,41,1.06,14,37,0,John Marsh,8,7,0,182.88,120.2,,Orthodox,1970-09-15,0.83,42,2.23,40,0.43,100,54,0.4,Mike van Arsdale
light heavyweight,0,Decision - Split,3,300,3,Tito Ortiz,19,12,1,190.5,92.99,187.96,Orthodox,1975-01-23,2.59,46,2.88,60,2.47,35,54,0.6,Vitor Belfort,26,14,0,182.88,83.91,187.96,Southpaw,1977-04-01,1.59,46,2.83,50,1.02,60,53,0.6,Tito Ortiz
interim heavyweight,1,Submission,1,47,5,Andrei Arlovski,34,24,0,190.5,108.86,195.58,Orthodox,1979-02-04,3.82,45,3.22,57,0.37,35,76,0.2,Tim Sylvia,31,10,0,203.2,120.2,203.2,Orthodox,1976-03-05,4.23,41,2.61,61,0.11,100,75,0.1,Andrei Arlovski
middleweight,1,KO/TKO,1,275,5,Evan Tanner,32,8,0,182.88,83.91,187.96,Orthodox,1971-02-11,3.05,59,2.64,56,2.55,43,25,1.3,David Terrell,6,2,0,185.42,83.91,,Southpaw,1978-01-09,2.34,63,2.71,37,5.54,50,0,5.5,Evan Tanner
middleweight,0,Submission,3,259,3,Pete Sell,10,7,0,180.34,77.11,190.5,Orthodox,1982-08-05,2.6,42,3.65,51,0.91,21,47,0.9,Phil Baroni,15,18,0,175.26,77.11,182.88,Orthodox,1976-04-16,2.77,45,3.93,40,1.46,47,60,0.5,Pete Sell
heavyweight,0,KO/TKO,1,214,3,Paul Buentello,35,17,0,187.96,111.13,195.58,Orthodox,1974-01-16,3.29,45,3.83,52,0.19,33,39,0.4,Justin Eilers,19,7,1,185.42,106.59,,Orthodox,1978-06-28,2.86,43,5.66,49,0.82,25,50,0,Paul Buentello
middleweight,0,TKO - Doctor's Stoppage,1,300,3,David Loiseau,23,11,0,182.88,83.91,193.04,Orthodox,1979-12-17,1.59,44,3.64,43,0.43,42,36,0.1,Gideon Ray,17,15,1,177.8,83.91,,Southpaw,1973-05-27,2.08,40,2.58,53,1.49,100,0,0,David Loiseau
welterweight,0,KO/TKO,1,280,3,Nick Diaz,26,10,0,185.42,77.11,193.04,Southpaw,1983-08-02,5.71,42,3.84,59,1.28,32,60,1,Drew Fickett,42,21,0,177.8,70.31,177.8,Orthodox,1979-12-14,2.33,41,2.29,57,1.3,35,30,2.2,Nick Diaz
welterweight,0,Decision - Unanimous,3,300,3,Karo Parisyan,24,11,0,177.8,77.11,182.88,Orthodox,1982-08-28,2.49,41,2.19,58,5.27,59,59,1,Chris Lytle,31,18,5,180.34,77.11,172.72,Orthodox,1974-08-18,3.76,45,3.03,58,0.7,55,55,2.4,Karo Parisyan
heavyweight,0,KO/TKO,1,115,3,Mike Kyle,22,14,1,193.04,92.99,195.58,Orthodox,1980-03-31,3.93,51,3.35,49,1.33,62,50,0.8,James Irvin,17,10,0,187.96,92.99,190.5,Orthodox,1978-09-12,2.03,48,3.86,35,0,0,36,0.5,Mike Kyle
middleweight,0,KO/TKO,2,219,3,Joe Riggs,44,17,0,182.88,83.91,177.8,Southpaw,1982-09-23,2.41,51,1.69,57,2.45,55,62,0.6,Joe Doerksen,51,16,0,182.88,83.91,190.5,Orthodox,1977-10-09,1.43,42,2.79,50,2.02,33,33,2.3,Joe Riggs
middleweight,0,KO/TKO,1,24,3,David Terrell,6,2,0,185.42,83.91,,Southpaw,1978-01-09,2.34,63,2.71,37,5.54,50,0,5.5,Matt Lindland,22,9,0,182.88,83.91,187.96,Southpaw,1970-05-17,2.62,50,1.56,52,3.01,48,60,1.3,David Terrell
heavyweight,0,KO/TKO,1,74,3,Justin Eilers,19,7,1,185.42,106.59,,Orthodox,1978-06-28,2.86,43,5.66,49,0.82,25,50,0,Mike Kyle,22,14,1,193.04,92.99,195.58,Orthodox,1980-03-31,3.93,51,3.35,49,1.33,62,50,0.8,Justin Eilers
light heavyweight,1,TKO - Doctor's Stoppage,3,300,5,Randy Couture,19,11,0,185.42,92.99,190.5,Orthodox,1963-06-22,2.85,57,1.53,59,2.78,46,58,0.5,Vitor Belfort,26,14,0,182.88,83.91,187.96,Southpaw,1977-04-01,1.59,46,2.83,50,1.02,60,53,0.6,Randy Couture
light heavyweight,0,KO/TKO,1,245,3,Chuck Liddell,21,8,0,187.96,92.99,193.04,Orthodox,1969-12-17,2.97,35,2.71,56,0.44,75,81,0,Vernon White,26,33,2,182.88,92.99,,Southpaw,1971-12-03,2.11,38,2.2,54,0.88,28,44,0,Chuck Liddell
welterweight,0,Submission,2,77,3,Chris Lytle,31,18,5,180.34,77.11,172.72,Orthodox,1974-08-18,3.76,45,3.03,58,0.7,55,55,2.4,Ronald Jhun,24,26,2,180.34,77.11,,Orthodox,1970-09-21,1.45,57,3.01,50,1.81,100,100,0,Chris Lytle
light heavyweight,0,KO/TKO,1,162,3,Rich Franklin,29,7,0,185.42,83.91,193.04,Southpaw,1974-10-05,4.1,44,2.07,62,1.31,66,63,0.7,Ken Shamrock,28,17,2,185.42,92.99,182.88,Orthodox,1964-02-11,1.47,46,4.3,39,0.94,60,44,2.5,Rich Franklin
welterweight,0,Decision - Split,3,300,3,Karo Parisyan,24,11,0,177.8,77.11,182.88,Orthodox,1982-08-28,2.49,41,2.19,58,5.27,59,59,1,Nick Diaz,26,10,0,185.42,77.11,193.04,Southpaw,1983-08-02,5.71,42,3.84,59,1.28,32,60,1,Karo Parisyan
ultimate fighter 1 light heavyweight tournament,1,Decision - Unanimous,3,300,3,Forrest Griffin,19,7,0,190.5,92.99,195.58,Orthodox,1979-03-16,4.38,36,2.81,61,1.05,48,57,0.7,Stephan Bonnar,15,9,0,193.04,92.99,200.66,Orthodox,1977-04-04,2.76,38,3.01,52,1.32,40,60,1,Forrest Griffin
lightweight,0,KO/TKO,1,272,3,Yves Edwards,42,22,1,175.26,70.31,185.42,Southpaw,1976-09-30,2.91,42,2.34,66,0.76,53,69,0.7,Josh Thomson,22,9,0,177.8,70.31,180.34,Orthodox,1978-09-21,2.59,47,2.12,64,1.92,39,54,1.3,Yves Edwards
ultimate fighter 1 middleweight tournament,1,KO/TKO,1,169,3,Diego Sanchez,31,13,0,177.8,77.11,182.88,Southpaw,1981-12-31,2.69,37,3.02,56,1.51,24,46,0.8,Kenny Florian,14,6,0,177.8,65.77,187.96,Southpaw,1976-05-26,2.41,40,1.85,63,2.22,33,60,1.3,Diego Sanchez
middleweight,0,KO/TKO,1,95,3,Chris Leben,22,11,0,180.34,83.91,185.42,Southpaw,1980-07-21,2.87,42,2.87,52,1.14,41,53,0.8,Jason Thacker,0,1,0,177.8,83.91,,Orthodox,1975-08-18,0.63,33,17.05,32,0,0,0,0,Chris Leben
middleweight,0,KO/TKO,1,197,3,Nate Quarry,12,4,0,182.88,83.91,182.88,Open Stance,1972-03-18,4.96,44,2.8,66,0.25,33,60,0,Lodune Sincaid,15,9,0,175.26,83.91,,Orthodox,1973-05-07,2.72,42,6.17,57,0,0,75,0,Nate Quarry
middleweight,0,KO/TKO,1,261,3,Josh Koscheck,17,11,0,177.8,77.11,185.42,Orthodox,1977-11-30,1.79,36,2.27,63,2.46,48,64,0.4,Chris Sanford,5,1,0,180.34,83.91,,Orthodox,1968-03-12,0.23,50,3.22,17,0,0,0,3.5,Josh Koscheck
light heavyweight,0,Decision - Unanimous,3,300,3,Sam Hoger,10,4,0,187.96,92.99,,Orthodox,1980-06-28,1.07,25,2.25,57,1.12,38,29,1.3,Bobby Southworth,10,6,0,187.96,92.99,,Orthodox,1969-12-16,0.99,39,1.38,65,3.98,78,64,1.3,Sam Hoger
welterweight,0,KO/TKO,1,100,3,Alex Karalexis,10,6,0,172.72,70.31,167.64,Orthodox,1977-09-20,2.57,42,2.39,54,2.7,45,86,0.9,Josh Rafferty,9,8,0,182.88,77.11,,Orthodox,1981-01-06,0.6,33,3.6,50,0,0,0,9,Alex Karalexis
middleweight,0,Submission,3,268,3,Rich Franklin,29,7,0,185.42,83.91,193.04,Southpaw,1974-10-05,4.1,44,2.07,62,1.31,66,63,0.7,Jorge Rivera,20,9,0,185.42,83.91,185.42,Orthodox,1972-02-28,3.16,48,2.64,54,0.84,50,63,0.1,Rich Franklin
middleweight,0,KO/TKO,1,20,3,Mike Swick,15,6,0,185.42,77.11,195.58,Orthodox,1979-06-19,2.36,37,2.29,54,1.06,50,61,0.6,Alex Schoenauer,15,10,0,190.5,83.91,,Orthodox,1976-05-05,1.22,40,2.27,42,0,0,22,4.9,Mike Swick
welterweight,1,Submission,1,299,5,Matt Hughes,45,9,0,175.26,77.11,185.42,Switch,1973-10-13,2.14,53,1.36,53,2.95,50,35,1.2,Georges St-Pierre,26,2,0,180.34,83.91,193.04,Orthodox,1981-05-19,3.78,53,1.4,72,4.16,74,83,1.1,Matt Hughes
light heavyweight,0,Decision - Unanimous,3,300,3,Tito Ortiz,19,12,1,190.5,92.99,187.96,Orthodox,1975-01-23,2.59,46,2.88,60,2.47,35,54,0.6,Patrick Cote,23,11,0,180.34,77.11,190.5,Orthodox,1980-02-29,2.81,48,3.21,48,0.68,20,43,0.2,Tito Ortiz
welterweight,0,KO/TKO,2,131,3,Frank Trigg,21,9,0,175.26,77.11,180.34,Southpaw,1972-05-07,2.79,46,1.9,56,2.35,47,75,0.8,Renato Verissimo,7,5,0,185.42,77.11,,Orthodox,1973-08-03,0.92,48,1.87,47,1.46,30,50,2.5,Frank Trigg
light heavyweight,0,KO/TKO,2,33,3,Travis Lutter,10,6,0,180.34,83.91,190.5,Orthodox,1973-05-12,0.41,32,2.42,42,1.95,24,30,0.7,Marvin Eastman,18,15,1,175.26,83.91,185.42,Orthodox,1971-06-08,2.21,35,3.92,42,1.38,33,81,0,Travis Lutter
middleweight,0,Submission,1,96,3,Ivan Salaverry,14,9,0,182.88,83.91,,Orthodox,1971-01-11,3.01,47,1.19,76,0.49,18,36,2.5,Tony Fryklund,14,9,1,182.88,83.91,,Orthodox,1971-03-26,3.49,39,6.5,43,0,0,66,0.5,Ivan Salaverry
middleweight,0,Submission,1,142,3,Evan Tanner,32,8,0,182.88,83.91,187.96,Orthodox,1971-02-11,3.05,59,2.64,56,2.55,43,25,1.3,Robbie Lawler,30,16,0,180.34,77.11,187.96,Southpaw,1982-03-20,3.85,47,4.67,59,0.65,64,65,0,Evan Tanner
heavyweight,0,KO/TKO,1,86,3,Ken Shamrock,28,17,2,185.42,92.99,182.88,Orthodox,1964-02-11,1.47,46,4.3,39,0.94,60,44,2.5,Kimo Leopoldo,10,7,1,190.5,106.59,,Orthodox,1968-01-05,0.76,83,2.12,30,4.55,100,0,2.3,Ken Shamrock
welterweight,0,KO/TKO,1,255,3,Frank Trigg,21,9,0,175.26,77.11,180.34,Southpaw,1972-05-07,2.79,46,1.9,56,2.35,47,75,0.8,Dennis Hallman,53,20,2,175.26,70.31,182.88,Orthodox,1975-12-02,1.12,44,1.96,43,1.79,30,25,2.1,Frank Trigg
heavyweight,1,Submission,1,50,5,Frank Mir,18,11,0,190.5,119.75,200.66,Southpaw,1979-05-24,2.18,47,3.84,38,2.02,40,54,2,Tim Sylvia,31,10,0,203.2,120.2,203.2,Orthodox,1976-03-05,4.23,41,2.61,61,0.11,100,75,0.1,Frank Mir
welterweight,0,Decision - Unanimous,3,300,3,Matt Hughes,45,9,0,175.26,77.11,185.42,Switch,1973-10-13,2.14,53,1.36,53,2.95,50,35,1.2,Renato Verissimo,7,5,0,185.42,77.11,,Orthodox,1973-08-03,0.92,48,1.87,47,1.46,30,50,2.5,Matt Hughes
welterweight,0,KO/TKO,1,102,3,Georges St-Pierre,26,2,0,180.34,83.91,193.04,Orthodox,1981-05-19,3.78,53,1.4,72,4.16,74,83,1.1,Jay Hieron,23,7,0,182.88,77.11,190.5,Orthodox,1976-07-29,1.66,32,1.89,61,4.05,60,66,1,Georges St-Pierre
middleweight,0,Decision - Unanimous,3,300,3,Evan Tanner,32,8,0,182.88,83.91,187.96,Orthodox,1971-02-11,3.05,59,2.64,56,2.55,43,25,1.3,Phil Baroni,15,18,0,175.26,77.11,182.88,Orthodox,1976-04-16,2.77,45,3.93,40,1.46,47,60,0.5,Evan Tanner
lightweight,0,Decision - Unanimous,3,300,3,Matt Serra,11,7,0,167.64,77.11,172.72,Orthodox,1974-06-02,1.98,39,2.64,46,2.05,20,38,0.9,Ivan Menjivar,25,12,0,167.64,65.77,162.56,Orthodox,1982-05-30,2.78,37,2.76,65,0.56,28,38,1,Matt Serra
middleweight,0,Submission,2,65,3,Trevor Prangley,34,11,2,185.42,83.91,190.5,Orthodox,1972-08-24,2.59,60,2.02,48,3.38,55,74,1,Curtis Stout,11,12,1,185.42,83.91,,Southpaw,1973-11-07,0.69,67,3.2,29,0,0,20,0,Trevor Prangley
lightweight,0,Decision - Split,3,300,3,Yves Edwards,42,22,1,175.26,70.31,185.42,Southpaw,1976-09-30,2.91,42,2.34,66,0.76,53,69,0.7,Hermes Franca,24,17,0,167.64,70.31,180.34,Orthodox,1974-08-26,1.78,39,2.85,55,1.53,36,37,2.4,Yves Edwards
light heavyweight,0,KO/TKO,2,38,3,Chuck Liddell,21,8,0,187.96,92.99,193.04,Orthodox,1969-12-17,2.97,35,2.71,56,0.44,75,81,0,Tito Ortiz,19,12,1,190.5,92.99,187.96,Orthodox,1975-01-23,2.59,46,2.88,60,2.47,35,54,0.6,Chuck Liddell
welterweight,0,KO/TKO,2,91,3,Nick Diaz,26,10,0,185.42,77.11,193.04,Southpaw,1983-08-02,5.71,42,3.84,59,1.28,32,60,1,Robbie Lawler,30,16,0,180.34,77.11,187.96,Southpaw,1982-03-20,3.85,47,4.67,59,0.65,64,65,0,Nick Diaz
heavyweight,0,KO/TKO,2,75,3,Andrei Arlovski,34,24,0,190.5,108.86,195.58,Orthodox,1979-02-04,3.82,45,3.22,57,0.37,35,76,0.2,Wesley Correira,20,16,0,190.5,117.93,,Orthodox,1978-11-11,2.6,36,8.8,40,0,0,90,0,Andrei Arlovski
welterweight,0,Submission,2,115,3,Chris Lytle,31,18,5,180.34,77.11,172.72,Orthodox,1974-08-18,3.76,45,3.03,58,0.7,55,55,2.4,Tiki Ghosn,10,7,1,177.8,77.11,,Orthodox,1977-02-09,2.78,46,2.94,58,0.41,50,61,0,Chris Lytle
light heavyweight,1,TKO - Doctor's Stoppage,1,49,5,Vitor Belfort,26,14,0,182.88,83.91,187.96,Southpaw,1977-04-01,1.59,46,2.83,50,1.02,60,53,0.6,Randy Couture,19,11,0,185.42,92.99,190.5,Orthodox,1963-06-22,2.85,57,1.53,59,2.78,46,58,0.5,Vitor Belfort
heavyweight,0,KO/TKO,1,299,3,Mike Kyle,22,14,1,193.04,92.99,195.58,Orthodox,1980-03-31,3.93,51,3.35,49,1.33,62,50,0.8,Wes Sims,24,14,1,208.28,117.93,,Orthodox,1979-08-04,0.98,51,2.95,37,0,0,40,2.3,Mike Kyle
lightweight,0,Submission,1,211,3,Genki Sudo,15,4,2,175.26,70.31,,Orthodox,1978-03-08,1.55,39,2.23,33,3.58,60,50,4.2,Mike Brown,26,9,0,167.64,65.77,177.8,Orthodox,1975-09-08,2.98,44,2.45,60,3.23,40,66,0.6,Genki Sudo
heavyweight,0,KO/TKO,1,280,3,Jonathan Wiezorek,11,2,0,190.5,113.4,,Southpaw,1978-02-10,1.27,58,5.47,31,1.91,20,0,0,Wade Shipp,11,5,0,190.5,111.13,,Orthodox,1975-02-09,4.29,86,2.14,0,0,0,75,0,Jonathan Wiezorek
welterweight,1,Submission,1,279,5,BJ Penn,16,14,2,175.26,70.31,177.8,Orthodox,1978-12-13,2.76,48,3.2,56,1.19,55,74,0.5,Matt Hughes,45,9,0,175.26,77.11,185.42,Switch,1973-10-13,2.14,53,1.36,53,2.95,50,35,1.2,BJ Penn
heavyweight,0,KO/TKO,2,261,3,Frank Mir,18,11,0,190.5,119.75,200.66,Southpaw,1979-05-24,2.18,47,3.84,38,2.02,40,54,2,Wes Sims,24,14,1,208.28,117.93,,Orthodox,1979-08-04,0.98,51,2.95,37,0,0,40,2.3,Frank Mir
lightweight,0,Decision - Majority,3,300,3,Josh Thomson,22,9,0,177.8,70.31,180.34,Orthodox,1978-09-21,2.59,47,2.12,64,1.92,39,54,1.3,Hermes Franca,24,17,0,167.64,70.31,180.34,Orthodox,1974-08-26,1.78,39,2.85,55,1.53,36,37,2.4,Josh Thomson
welterweight,0,Decision - Unanimous,3,300,3,Georges St-Pierre,26,2,0,180.34,83.91,193.04,Orthodox,1981-05-19,3.78,53,1.4,72,4.16,74,83,1.1,Karo Parisyan,24,11,0,177.8,77.11,182.88,Orthodox,1982-08-28,2.49,41,2.19,58,5.27,59,59,1,Georges St-Pierre
middleweight,0,Submission,1,105,3,Lee Murray,8,2,1,190.5,83.91,,Orthodox,1977-09-12,0.36,15,3.28,32,0.9,100,42,1.8,Jorge Rivera,20,9,0,185.42,83.91,185.42,Orthodox,1972-02-28,3.16,48,2.64,54,0.84,50,63,0.1,Lee Murray
lightweight,0,Decision - Unanimous,3,300,3,Matt Serra,11,7,0,167.64,77.11,172.72,Orthodox,1974-06-02,1.98,39,2.64,46,2.05,20,38,0.9,Jeff Curran,36,18,1,167.64,61.23,175.26,Orthodox,1977-09-02,1.54,31,2.48,60,0.35,12,35,1.2,Matt Serra
light heavyweight,1,Decision - Unanimous,5,300,5,Randy Couture,19,11,0,185.42,92.99,190.5,Orthodox,1963-06-22,2.85,57,1.53,59,2.78,46,58,0.5,Tito Ortiz,19,12,1,190.5,92.99,187.96,Orthodox,1975-01-23,2.59,46,2.88,60,2.47,35,54,0.6,Randy Couture
light heavyweight,0,KO/TKO,1,215,3,Rich Franklin,29,7,0,185.42,83.91,193.04,Southpaw,1974-10-05,4.1,44,2.07,62,1.31,66,63,0.7,Edwin DeWees,38,17,0,185.42,83.91,,Orthodox,1982-08-07,1.53,33,6.19,39,2.18,66,0,3.3,Rich Franklin
middleweight,0,Decision - Unanimous,3,300,3,Jorge Rivera,20,9,0,185.42,83.91,185.42,Orthodox,1972-02-28,3.16,48,2.64,54,0.84,50,63,0.1,David Loiseau,23,11,0,182.88,83.91,193.04,Orthodox,1979-12-17,1.59,44,3.64,43,0.43,42,36,0.1,Jorge Rivera
heavyweight,1,KO/TKO,1,114,5,Tim Sylvia,31,10,0,203.2,120.2,203.2,Orthodox,1976-03-05,4.23,41,2.61,61,0.11,100,75,0.1,Gan McGee,13,5,0,208.28,120.2,,Orthodox,1976-11-20,2.2,29,2.31,59,0.65,25,83,0,Tim Sylvia
heavyweight,0,KO/TKO,1,119,3,Andrei Arlovski,34,24,0,190.5,108.86,195.58,Orthodox,1979-02-04,3.82,45,3.22,57,0.37,35,76,0.2,Vladimir Matyushenko,27,8,0,182.88,92.99,187.96,Orthodox,1971-01-04,1.9,44,1.62,59,3.25,46,70,0.1,Andrei Arlovski
welterweight,0,Submission,3,124,3,Nick Diaz,26,10,0,185.42,77.11,193.04,Southpaw,1983-08-02,5.71,42,3.84,59,1.28,32,60,1,Jeremy Jackson,9,5,0,177.8,77.11,,Orthodox,1982-09-19,0.71,27,2.03,25,1.52,40,58,0,Nick Diaz
welterweight,0,Decision - Unanimous,3,300,3,Renato Verissimo,7,5,0,185.42,77.11,,Orthodox,1973-08-03,0.92,48,1.87,47,1.46,30,50,2.5,Carlos Newton,16,14,0,175.26,77.11,,Orthodox,1976-08-17,0.65,41,1.55,44,2.47,70,43,0.9,Renato Verissimo
lightweight,0,KO/TKO,1,165,3,Josh Thomson,22,9,0,177.8,70.31,180.34,Orthodox,1978-09-21,2.59,47,2.12,64,1.92,39,54,1.3,Gerald Strebendt,9,7,0,175.26,70.31,,Orthodox,1979-03-01,0,0,4,38,0,0,0,16.4,Josh Thomson
welterweight,0,Submission,1,232,3,Karo Parisyan,24,11,0,177.8,77.11,182.88,Orthodox,1982-08-28,2.49,41,2.19,58,5.27,59,59,1,Dave Strasser,25,8,0,177.8,77.11,,Orthodox,1969-07-13,3.04,45,1.88,59,0.72,33,33,0,Karo Parisyan
welterweight,1,Submission,1,234,5,Matt Hughes,45,9,0,175.26,77.11,185.42,Switch,1973-10-13,2.14,53,1.36,53,2.95,50,35,1.2,Frank Trigg,21,9,0,175.26,77.11,180.34,Southpaw,1972-05-07,2.79,46,1.9,56,2.35,47,75,0.8,Matt Hughes
middleweight,0,KO/TKO,1,282,3,Evan Tanner,32,8,0,182.88,83.91,187.96,Orthodox,1971-02-11,3.05,59,2.64,56,2.55,43,25,1.3,Phil Baroni,15,18,0,175.26,77.11,182.88,Orthodox,1976-04-16,2.77,45,3.93,40,1.46,47,60,0.5,Evan Tanner
lightweight,0,KO/TKO,2,166,3,Hermes Franca,24,17,0,167.64,70.31,180.34,Orthodox,1974-08-26,1.78,39,2.85,55,1.53,36,37,2.4,Caol Uno,33,19,5,170.18,70.31,177.8,Southpaw,1975-05-08,1.91,49,1.9,50,1.95,31,37,0.5,Hermes Franca
middleweight,0,KO/TKO,3,263,3,Matt Lindland,22,9,0,182.88,83.91,187.96,Southpaw,1970-05-17,2.62,50,1.56,52,3.01,48,60,1.3,Falaniko Vitale,30,11,0,177.8,83.91,,Orthodox,1974-07-14,1.88,49,3.68,47,0.72,33,86,0,Matt Lindland
welterweight,0,Decision - Unanimous,3,300,3,Robbie Lawler,30,16,0,180.34,77.11,187.96,Southpaw,1982-03-20,3.85,47,4.67,59,0.65,64,65,0,Chris Lytle,31,18,5,180.34,77.11,172.72,Orthodox,1974-08-18,3.76,45,3.03,58,0.7,55,55,2.4,Robbie Lawler
heavyweight,0,TKO - Doctor's Stoppage,1,134,3,Wesley Correira,20,16,0,190.5,117.93,,Orthodox,1978-11-11,2.6,36,8.8,40,0,0,90,0,David Abbott,10,15,0,182.88,120.2,,Switch,1965-04-26,1.35,30,3.55,38,1.07,33,66,0,Wesley Correira
lightweight,0,KO/TKO,2,134,3,Yves Edwards,42,22,1,175.26,70.31,185.42,Southpaw,1976-09-30,2.91,42,2.34,66,0.76,53,69,0.7,Nick Agallar,24,6,0,172.72,70.31,,Orthodox,1979-01-13,0.69,11,4.56,42,0,0,0,0,Yves Edwards
welterweight,1,Decision - Unanimous,5,300,5,Matt Hughes,45,9,0,175.26,77.11,185.42,Switch,1973-10-13,2.14,53,1.36,53,2.95,50,35,1.2,Sean Sherk,36,4,1,167.64,70.31,170.18,Orthodox,1973-08-05,2.17,35,2.71,55,4.09,46,56,0.4,Matt Hughes
middleweight,0,Submission,1,209,3,Keith Rockel,12,4,1,182.88,83.91,,Orthodox,,1.13,73,0.21,66,4.63,75,100,4.6,Chris Liguori,15,10,0,175.26,83.91,,Orthodox,,0.29,33,1.44,0,0,0,50,0,Keith Rockel
welterweight,0,Submission,2,148,3,Pete Spratt,25,23,0,175.26,77.11,,Orthodox,1971-01-09,1.63,48,1.33,55,0.3,100,46,0.3,Robbie Lawler,30,16,0,180.34,77.11,187.96,Southpaw,1982-03-20,3.85,47,4.67,59,0.65,64,65,0,Pete Spratt
